content_url,term,engagement rate,content_type,content_id
https://giphy.com/gifs/F6bL9vPBHdug8c6T5c,immortal,17.81,GIF,F6bL9vPBHdug8c6T5c
https://giphy.com/gifs/Vi6Eissa8m3DSg1nO5,corporate,0.18,GIF,Vi6Eissa8m3DSg1nO5
https://giphy.com/gifs/hXJzXsA0CJXrSTDnTu,shroom,0.00,GIF,hXJzXsA0CJXrSTDnTu
https://giphy.com/gifs/CNkDhzWHGf1To19uJW,built,0.00,GIF,CNkDhzWHGf1To19uJW
https://giphy.com/gifs/o6qe741zAf92j0oChq,triller,0.12,GIF,o6qe741zAf92j0oChq
https://giphy.com/gifs/o6qe741zAf92j0oChq,analysis,0.00,GIF,o6qe741zAf92j0oChq
https://giphy.com/gifs/u8bRxWa4yTGBcjuDcm,s,0.05,GIF,u8bRxWa4yTGBcjuDcm
https://giphy.com/gifs/u8bRxWa4yTGBcjuDcm,for,0.02,GIF,u8bRxWa4yTGBcjuDcm
https://giphy.com/gifs/u8bRxWa4yTGBcjuDcm,currency,0.00,GIF,u8bRxWa4yTGBcjuDcm
https://giphy.com/gifs/u8bRxWa4yTGBcjuDcm,humanity,0.00,GIF,u8bRxWa4yTGBcjuDcm
https://giphy.com/gifs/u8bRxWa4yTGBcjuDcm,shelter,0.00,GIF,u8bRxWa4yTGBcjuDcm
https://giphy.com/gifs/u8bRxWa4yTGBcjuDcm,token,0.00,GIF,u8bRxWa4yTGBcjuDcm
https://giphy.com/gifs/6x9CnRcX6HxrMnIluQ,pushing p,1.07,GIF,6x9CnRcX6HxrMnIluQ
